sample_id,method,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
TCGA-DB-5275-01A,nnls,0.9777572274387137,0.0,0.0,0.0,0.0,0.0,0.0,0.022242772561286244
TCGA-DB-5276-01A,nnls,0.8562563944699985,0.022871805503806512,0.0,0.0,0.0,0.0,0.08806846060733227,0.032803339418862903
TCGA-DB-5277-01A,nnls,0.7913121732285466,0.024407384335939274,0.0,0.0,0.047833261760338364,0.028445478417551597,0.0726951872892247,0.03530651496839943
TCGA-DB-5278-01A,nnls,0.9347101301579478,0.0,0.0,0.0,0.0,0.0,0.024580871462065803,0.04070899837998632
TCGA-DB-5280-01A,nnls,0.9621978808848668,0.0029289509350983386,0.0,0.0,0.0,0.0,0.0041772581653266696,0.03069591001470835
TCGA-DB-5281-01A,nnls,0.9245152059869032,0.01645332844546534,0.0,0.0,0.0,0.022613587837621914,0.0,0.03641787773000957
TCGA-DB-A4X9-01A,nnls,0.9303038076456349,0.021087351576076753,0.0,0.0,0.0,0.0,0.0020043182460088237,0.04660452253227952
TCGA-DB-A4XA-01A,nnls,0.9629066597599389,0.0,0.0,0.0,0.0,0.0,0.010169488740620873,0.026923851499440148
TCGA-DB-A4XB-01A,nnls,0.9349130990554354,0.01516777196081385,0.0,0.0,0.0,0.0,0.017549486805208594,0.032369642178541984
TCGA-DB-A4XC-01A,nnls,0.9494011177070399,0.018900574359088887,0.0,0.0,0.0,0.0,0.0,0.0316983079338712
TCGA-DB-A4XD-01A,nnls,0.9188036185661698,0.010398937211058723,0.0,0.0,0.0,0.0,0.043116639303453996,0.027680804919317452
TCGA-DB-A4XE-01A,nnls,0.9521424769104225,0.003610699894170114,0.0,0.0,0.0,0.0,0.01979359303924343,0.024453230156163824
TCGA-DB-A4XF-01A,nnls,0.9765779299481584,0.0,0.0,0.0,0.0,0.0,0.0,0.023422070051841617
TCGA-DB-A4XG-01A,nnls,0.8852887009517071,0.006197484611014575,0.0,0.0,0.027517216885250946,0.03395900418267533,0.0031832884847357045,0.04385430488461628
TCGA-DB-A4XH-01A,nnls,0.4163636474876186,0.010032215052391847,0.0,0.0,0.12054855762791061,0.10504366054020181,0.17606007754994538,0.17195184174193168
TCGA-DB-A64L-01A,nnls,0.9389231200944768,0.003889038381626296,0.0,0.0,0.0,0.002357509201727513,0.0,0.05483033232216947
TCGA-DB-A64O-01A,nnls,0.9676970985561251,0.0,0.0,0.0,0.0,0.0,0.0,0.032302901443874966
TCGA-DB-A64P-01A,nnls,0.8915044067846594,0.008412453496545496,0.0,0.0,0.0,0.03278162558214803,0.02993479710203087,0.037366717034616304
TCGA-DB-A64Q-01A,nnls,0.9229121190149912,0.0,0.0,0.0,0.0,0.0,0.021287539116141844,0.05580034186886705
TCGA-DB-A64R-01A,nnls,0.9281493737913228,0.0071993391492617236,0.0,0.0,0.0,0.015564504712937308,0.009749567938096976,0.0393372144083811
TCGA-DB-A64S-01A,nnls,0.9048188900351929,0.0556724413125174,0.0,0.0,0.0,0.0,0.02022339814114339,0.019285270511146233
TCGA-DB-A64U-01A,nnls,0.6873211656277833,0.008839632728292008,0.0,0.0,0.0,0.01076344714633584,0.2319528963080013,0.06112285818958758
TCGA-DB-A64V-01A,nnls,0.9416061145424115,0.0,0.0,0.0,0.0,0.0,0.03614734662690773,0.02224653883068078
TCGA-DB-A64W-01A,nnls,0.8645080077299252,0.0,0.0,0.0,0.02042704057926364,0.04568877901348018,0.046879669756639465,0.022496502920691427
TCGA-DB-A64X-01A,nnls,0.9665558301206006,0.0031524814216925827,0.0,0.0,0.0,0.0,0.0,0.030291688457706707
