"","B","NK","CD4T","CD8T","Mono","Neutro","Eosino"
"TCGA-S9-A7IZ-01",0.0695798841559201,0.0528435613699967,0.19084359302168,0,0.484341943439435,0,0.202391018012967
"TCGA-DU-A6S7-01",0.103831239551031,0.098956414442723,0.117345693731985,0,0.397782007638224,0,0.282084644636037
"TCGA-P5-A72Z-01",0,0.073661817912099,0.21594787423984,0,0.427301976670016,0,0.283088331178045
"TCGA-HT-8114-01",0.0903493339528866,0.145583207601604,0.118955067118718,0,0.48909151838917,0,0.156020872937621
"TCGA-DU-8168-01",0.111765211214748,0.165539510139637,0.384016890144222,0,0.226957570896981,0,0.111720817604411
"TCGA-HW-8321-01",0.0883251728469221,0.137749921141251,0.150652771612371,0,0.334292110048986,0,0.28898002435047
"TCGA-TQ-A7RN-01",0.0815372775121793,0.116050566501096,0.206030263148703,0,0.366091752212219,0,0.230290140625803
"TCGA-DH-5141-01",0.0634395608699238,0.176979035129714,0.214559923978925,0,0.298064261284925,0,0.246957218736512
"TCGA-CS-6186-01",0.138002872594582,0.118218647217262,0.167016900693532,0,0.423542373044177,0,0.153219206450447
"TCGA-EZ-7264-01",0.0514011425425268,0.112163682261938,0.32337946597172,0,0.334948686992929,0,0.178107022230886
"TCGA-P5-A5F4-01",0.102116478378937,0.169832650957871,0.357488885236053,0,0.240998650433235,0,0.129563334993904
"TCGA-QH-A65V-01",0.0386399908332238,0.214265757575969,0.280852900467974,0,0.339934786774104,0,0.12630656434873
"TCGA-FG-8191-01",0.0755119487433262,0.171624608312714,0.175707942201214,0,0.433793714099626,0,0.143361786643119
"TCGA-DH-5142-01",0.0783043079795633,0.0621553350461655,0.131730063461825,0,0.531322263291284,0,0.196488030221162
"TCGA-DU-A6S8-01",0.0391599020327636,0.0778975533925323,0.234743265654129,0,0.385913636567535,0,0.26228564235304
"TCGA-E1-A7YW-01",0.0920596613662203,0.103191667696701,0.16004435146131,0,0.469316071745479,0,0.17538824773029
"TCGA-CS-6666-01",0.139372991149604,0.106741079826591,0.107872905589784,0.0262535036417401,0.360152861220312,0,0.259606658571968
"TCGA-DU-7298-01",0.107422764490178,0.0534944161664483,0.114545738564717,0,0.486058048003285,0,0.238479032775372
"TCGA-DB-A64R-01",0.138655676338237,0.243187481363082,0.362084830834943,0,0.162340812668131,0,0.0937311987956067
"TCGA-DU-6406-01",0.0175701705932849,0.207581569169924,0.146971973518138,0,0.557032384270162,0,0.0708439024484908
"TCGA-S9-A6UA-01",0.00565313918568018,0.166586269402657,0.178842247539107,0,0.535512347787616,0,0.11340599608494
"TCGA-FG-A60L-01",0.0187333137299824,0.161778563419933,0.147238117074561,0,0.476881804863395,0,0.195368200912129
"TCGA-CS-5390-01",0.0790830002740618,0.214888967700734,0.346196513564404,0,0.206132645119613,0,0.153698873341187
"TCGA-S9-A6WP-01",0.0594888144646218,0.266979980508231,0.179325404266176,0,0.419583799482948,0,0.0746220012780236
"TCGA-DU-A7TB-01",0,0.180766586970904,0.00204421788657128,0,0.457379104015873,0,0.359810091126652
"TCGA-DB-5280-01",0.146125138230929,0.123905695718786,0.252986100821003,0,0.354179273758603,0,0.122803791470678
"TCGA-TM-A84T-01",0.123660797012512,0.245861739539655,0.234142459437856,0,0.3100123713416,0,0.0863226326683771
"TCGA-DH-A66D-01",0.0940626383945421,0.121560105396105,0.220888087186698,0,0.412661284820699,0,0.150827884201956
"TCGA-RY-A83Z-01",0.0696534325310462,0.090538412298078,0.171057032276438,0.0138828909396581,0.381400455705694,0,0.273467776249086
"TCGA-DB-5278-01",0.0983257084614851,0.139084774350912,0.251274214161336,0,0.413181295300057,0,0.0981340077262098
"TCGA-DU-A76K-01",0.0681390178895358,0.25693529967145,0.202207667793023,0,0.430384873820322,0,0.0423331408256686
"TCGA-TQ-A7RR-01",0.062131788124615,0.0259120245896137,0.156795613996901,0,0.504789726191819,0,0.250370847097051
"TCGA-DU-8162-01",0.00798089082972682,0.154910783016348,0.155048919087228,0,0.454244565621295,0,0.227814841445402
"TCGA-TQ-A7RH-01",0.110038908982776,0.141827863302774,0.210508400476215,0,0.384115109563125,0,0.15350971767511
"TCGA-E1-A7YS-01",0.129672451936071,0.0199466930779194,0.249796179705384,0,0.544535760426339,0,0.0560489148542864
"TCGA-P5-A735-01",0.084579341562184,0.100739472605148,0.255036208421864,0,0.327431327655694,0,0.23221364975511
"TCGA-DU-7294-01",0.0581137113082152,0.207294297475153,0.300705798587771,0,0.249617951393121,0,0.18426824123574
"TCGA-E1-A7YQ-01",0.0438459076852498,0.00968074834186072,0.134921812751757,0,0.735890599998669,0,0.0756609312224635
"TCGA-HT-7881-01",0.0251151499533762,0.142680459640619,0.141391687667076,0,0.489609434771226,0,0.201203267967703
"TCGA-QH-A6CS-01",0.0439683038486159,0.126428666907725,0.0773782461306661,0,0.543640761182926,0,0.208584021930067
"TCGA-HT-7695-01",0.0625684618175459,0.208292273957555,0.24645882577169,0,0.319327066669059,0,0.16335337178415
"TCGA-P5-A5EU-01",0.0938127907313153,0.0756805694521815,0.128114107999975,0,0.424257194671949,0,0.27813533714458
"TCGA-DB-A64X-01",0.0486750407222247,0.171320887977905,0.315398365772146,0,0.266081817024949,0,0.198523888502776
"TCGA-FG-7637-01",0.220021254950169,0.181016013429799,0.200785706801358,0,0.283003394886271,0,0.115173629932402
"TCGA-VM-A8CE-01",0.141257484628982,0.179516508151697,0.229005519861131,0,0.379563089284134,0,0.0706573980740568
"TCGA-S9-A6U5-01",0.0656883473475986,0.173786216751805,0.226763216670064,0,0.431599212627927,0,0.102163006602605
"TCGA-HT-7609-01",0.0760758505391037,0.137218485132824,0.27682467076068,0,0.373158596345217,0,0.136722397222174
"TCGA-DB-5274-01",0.0788989545413226,0.0965025085987355,0.255315487607272,0,0.307746745222441,0,0.261536304030229
"TCGA-HW-7487-01",0.0935427831470654,0.051150533139493,0.217586680491831,0,0.431906410244162,0,0.205813592977449
"TCGA-HW-7491-01",0.11176613700878,0.0653915631618756,0.247385073701828,0,0.339912621997941,0,0.235544604129576
"TCGA-HT-7691-01",0,0.227612241098539,0.0893854047953497,0,0.638123528807044,0,0.044878825299067
"TCGA-CS-4944-01",0.121922139541898,0.0597592250404206,0.130795886715854,0,0.608940009761673,0,0.0785827389401531
"TCGA-DU-A6S2-01",0.100150877448161,0.190391311862657,0.187023060246797,0,0.415923967528555,0,0.10651078291383
"TCGA-S9-A7R7-01",0.0781799345445729,0.0430963965095096,0.0855720645391529,0,0.705167941197166,0,0.0879836632095983
"TCGA-TM-A84R-01",0.0820154888810888,0.233030702381929,0.17261217980071,0,0.478156350651729,0,0.0341852782845425
"TCGA-DB-A75M-01",0.0665558522147879,0.0866513459634825,0.111937979882677,0,0.570297603179314,0,0.164557218759738
"TCGA-DU-6392-01",0.0373880245083708,0.310733519337569,0.179026388253871,0,0.271941002092867,0,0.200911065807323
"TCGA-HW-A5KM-01",0.0725063090362467,0.0437680560956336,0.12768928186947,0,0.622369772731032,0,0.133666580267618
"TCGA-HT-7477-01",0.0887938865570542,0.0816495560347113,0.191977043048477,0,0.342270594015943,0,0.295308920343814
"TCGA-HT-8012-01",0.127725811787893,0.146828724640583,0.296842583055765,0,0.245057073142146,0,0.183545807373613
